Transaction_date,Brand Name,Sales Value
2019-11-04,Coca Cola,4151.4
2019-11-04,Thums Up,1295.35
2019-11-04,Mirinda,10944.534
2019-11-04,Fanta,809.7
2019-11-04,Sprite,27
2019-11-04,Mountain Dew,638.45
2019-11-05,Coca Cola,4412.65
2019-11-05,Thums Up,1629
2019-11-05,Mirinda,8168.25
2019-11-05,Fanta,1497.975
2019-11-05,Sprite,12
2019-11-05,Mountain Dew,743.65
2019-11-06,Coca Cola,6187.8
2019-11-06,Thums Up,2599.25
2019-11-06,Mirinda,4761.86
2019-11-06,Fanta,1656.8
2019-11-06,Sprite,317
2019-11-06,Mountain Dew,719.05
2019-11-07,Coca Cola,5045.165
2019-11-07,Thums Up,1580.9
2019-11-07,Mirinda,7417.051
2019-11-07,Fanta,1010.7
2019-11-07,Sprite,72.5
2019-11-07,Mountain Dew,747.01
2019-11-08,Coca Cola,5859.3
2019-11-08,Thums Up,2146.5
2019-11-08,Mirinda,5588.785
2019-11-08,Fanta,879.16
2019-11-08,Sprite,45
2019-11-08,Mountain Dew,681.4
2019-11-09,Coca Cola,3067.25
2019-11-09,Thums Up,1182.55
2019-11-09,Mirinda,5633.541
2019-11-09,Fanta,685.4
2019-11-09,Sprite,18
2019-11-09,Mountain Dew,639.95
2019-11-10,Coca Cola,1645.45
2019-11-10,Thums Up,672.4
2019-11-10,Mirinda,1098.33
2019-11-10,Fanta,132
2019-11-10,Mountain Dew,390
2019-11-11,Coca Cola,3239.9
2019-11-11,Thums Up,722.55
2019-11-11,Mirinda,6670.455
2019-11-11,Fanta,1097.2
2019-11-11,Sprite,1
2019-11-11,Mountain Dew,785.9
2019-11-12,Coca Cola,8306.365
2019-11-12,Thums Up,1350.6
2019-11-12,Mirinda,6463.46
2019-11-12,Fanta,889.35
2019-11-12,Sprite,68.85
2019-11-12,Mountain Dew,489.75
2019-11-13,Coca Cola,3305.45
2019-11-13,Thums Up,1112.1
2019-11-13,Mirinda,7220.358
2019-11-13,Fanta,723.35
2019-11-13,Sprite,6
2019-11-13,Mountain Dew,792.6
2019-11-14,Coca Cola,3603.9
2019-11-14,Thums Up,1458.9
2019-11-14,Mirinda,5709.94
2019-11-14,Fanta,633.95
2019-11-14,Mountain Dew,245.75
2019-11-15,Coca Cola,4482.5
2019-11-15,Thums Up,2251.25
2019-11-15,Mirinda,6306.864
2019-11-15,Fanta,1233.75
2019-11-15,Sprite,21
2019-11-15,Mountain Dew,631.8
2019-11-16,Coca Cola,6676.225
2019-11-16,Thums Up,1942.65
2019-11-16,Mirinda,8091.05
2019-11-16,Fanta,2143.6
2019-11-16,Sprite,72.75
2019-11-16,Mountain Dew,485.1
2019-11-17,Coca Cola,2093.175
2019-11-17,Thums Up,775.7
2019-11-17,Mirinda,866.22
2019-11-17,Fanta,690
2019-11-17,Sprite,10
2019-11-17,Mountain Dew,178.45
2019-11-18,Coca Cola,7628.35
2019-11-18,Thums Up,2615.2
2019-11-18,Mirinda,4197.11
2019-11-18,Fanta,931.5
2019-11-18,Sprite,52
2019-11-18,Mountain Dew,416.8
2019-11-19,Coca Cola,6538.1
2019-11-19,Thums Up,3007.35
2019-11-19,Mirinda,6279.624
2019-11-19,Fanta,1194.85
2019-11-19,Mountain Dew,906.75
2019-11-20,Coca Cola,11143.725
2019-11-20,Thums Up,2673.15
2019-11-20,Mirinda,5046.625
2019-11-20,Fanta,467
2019-11-20,Sprite,6
2019-11-20,Mountain Dew,763.2
2019-11-21,Coca Cola,4483.45
2019-11-21,Thums Up,1543.2
2019-11-21,Mirinda,3529.961
2019-11-21,Fanta,1106.25
2019-11-21,Sprite,78
2019-11-21,Mountain Dew,443.8
2019-11-22,Coca Cola,7092.5
2019-11-22,Thums Up,2423.3
2019-11-22,Mirinda,5537.565
2019-11-22,Fanta,1224.25
2019-11-22,Sprite,18.5
2019-11-22,Mountain Dew,454.9
2019-11-23,Coca Cola,4303.325
2019-11-23,Thums Up,1598.35
2019-11-23,Mirinda,5932.42
2019-11-23,Fanta,1235.2
2019-11-23,Sprite,5
2019-11-23,Mountain Dew,584.8
2019-11-24,Coca Cola,2048.55
2019-11-24,Thums Up,770.1
2019-11-24,Mirinda,1555.86
2019-11-24,Fanta,290.25
2019-11-24,Sprite,10
2019-11-24,Mountain Dew,205.15
2019-11-25,Coca Cola,5699.7
2019-11-25,Thums Up,1950.6
2019-11-25,Mirinda,3734.044
2019-11-25,Fanta,2018.85
2019-11-25,Sprite,19.5
2019-11-25,Mountain Dew,629.85
2019-11-26,Coca Cola,6437.725
2019-11-26,Thums Up,2843.1
2019-11-26,Mirinda,10033.03
2019-11-26,Fanta,990.61
2019-11-26,Sprite,14
2019-11-26,Mountain Dew,742.9
2019-11-27,Coca Cola,7667.25
2019-11-27,Thums Up,2627.25
2019-11-27,Mirinda,7611.925
2019-11-27,Fanta,918.52
2019-11-27,Mountain Dew,716.9
2019-11-28,Coca Cola,8702.135
2019-11-28,Thums Up,2292.4
2019-11-28,Mirinda,11017.94
2019-11-28,Fanta,1724.35
2019-11-28,Sprite,50
2019-11-28,Mountain Dew,904.35
2019-11-29,Coca Cola,7359
2019-11-29,Thums Up,2001.85
2019-11-29,Mirinda,13953.484
2019-11-29,Fanta,1136.35
2019-11-29,Sprite,23
2019-11-29,Mountain Dew,995.65
2019-11-30,Coca Cola,7721.77
2019-11-30,Thums Up,2550.7
2019-11-30,Mirinda,11342.315
2019-11-30,Fanta,958.2
2019-11-30,Sprite,17.25
2019-11-30,Mountain Dew,760.2
2019-12-01,Coca Cola,2488.75
2019-12-01,Thums Up,1340.25
2019-12-01,Mirinda,4016.61
2019-12-01,Fanta,240
2019-12-01,Sprite,93
2019-12-01,Mountain Dew,416.5
2019-12-02,Coca Cola,9939.175
2019-12-02,Thums Up,3063.35
2019-12-02,Mirinda,8874.17
2019-12-02,Fanta,906.5
2019-12-02,Sprite,25
2019-12-02,Mountain Dew,645.5
2019-12-03,Coca Cola,6847.5
2019-12-03,Thums Up,3271.5
2019-12-03,Mirinda,6479.697
2019-12-03,Fanta,1142.65
2019-12-03,Sprite,8.5
2019-12-03,Mountain Dew,996.7
2019-12-04,Coca Cola,7041.35
2019-12-04,Thums Up,2136.7
2019-12-04,Mirinda,7741.83
2019-12-04,Fanta,1141.25
2019-12-04,Sprite,30
2019-12-04,Mountain Dew,613.3
2019-12-05,Coca Cola,5796.025
2019-12-05,Thums Up,2022.55
2019-12-05,Mirinda,6043.395
2019-12-05,Fanta,1189.25
2019-12-05,Sprite,84
2019-12-05,Mountain Dew,520.025
2019-12-06,Coca Cola,5643.05
2019-12-06,Thums Up,2043.4
2019-12-06,Mirinda,12438.369
2019-12-06,Fanta,1134
2019-12-06,Sprite,71
2019-12-06,Mountain Dew,892.9
2019-12-07,Coca Cola,4649.91
2019-12-07,Thums Up,1252.5
2019-12-07,Mirinda,7858.455
2019-12-07,Fanta,1179.4
2019-12-07,Sprite,25
2019-12-07,Mountain Dew,406.1
2019-12-08,Coca Cola,2023.35
2019-12-08,Thums Up,460.15
2019-12-08,Mirinda,1605.584
2019-12-08,Fanta,418
2019-12-08,Mountain Dew,91.5
2019-12-09,Coca Cola,5844.36
2019-12-09,Thums Up,1374.3
2019-12-09,Mirinda,10459.635
2019-12-09,Fanta,1363.6
2019-12-09,Sprite,56
2019-12-09,Mountain Dew,515.7
2019-12-10,Coca Cola,6284.295
2019-12-10,Thums Up,3118.8
2019-12-10,Mirinda,7403.59
2019-12-10,Fanta,1067.6
2019-12-10,Sprite,20.5
2019-12-10,Mountain Dew,560.55
2019-12-11,Coca Cola,5845.66
2019-12-11,Thums Up,1854.1
2019-12-11,Mirinda,6069.865
2019-12-11,Fanta,1098.8
2019-12-11,Sprite,19.5
2019-12-11,Mountain Dew,817.85
2019-12-12,Coca Cola,5640.6
2019-12-12,Thums Up,2181.15
2019-12-12,Mirinda,8772.085
2019-12-12,Fanta,1484.75
2019-12-12,Mountain Dew,854.75
2019-12-13,Coca Cola,7259.1
2019-12-13,Thums Up,2347.7
2019-12-13,Mirinda,6704.44
2019-12-13,Fanta,908.14
2019-12-13,Mountain Dew,790.45
2019-12-14,Coca Cola,6789.95
2019-12-14,Thums Up,1543.5
2019-12-14,Mirinda,19012.925
2019-12-14,Fanta,1030.1
2019-12-14,Sprite,2
2019-12-14,Mountain Dew,760.765
2019-12-15,Coca Cola,1844.8
2019-12-15,Thums Up,949.25
2019-12-15,Mirinda,1750.195
2019-12-15,Fanta,352.75
2019-12-15,Mountain Dew,355.535
2019-12-16,Coca Cola,5881.8
2019-12-16,Thums Up,2928.45
2019-12-16,Mirinda,9281.74
2019-12-16,Fanta,2059.8
2019-12-16,Sprite,108
2019-12-16,Mountain Dew,1271.9
2019-12-17,Coca Cola,8646.69
2019-12-17,Thums Up,3773.5
2019-12-17,Mirinda,6483.045
2019-12-17,Fanta,1306.5
2019-12-17,Sprite,14
2019-12-17,Mountain Dew,781.25
2019-12-18,Coca Cola,8258
2019-12-18,Thums Up,2331.95
2019-12-18,Mirinda,13837.951
2019-12-18,Fanta,1540.8
2019-12-18,Sprite,5
2019-12-18,Mountain Dew,614.44
2019-12-19,Coca Cola,7505.75
2019-12-19,Thums Up,2046.5
2019-12-19,Mirinda,19413.655
2019-12-19,Fanta,998.75
2019-12-19,Sprite,16
2019-12-19,Mountain Dew,489.1
2019-12-20,Coca Cola,6403.7
2019-12-20,Thums Up,2783.55
2019-12-20,Mirinda,10969.724
2019-12-20,Fanta,1357.1
2019-12-20,Sprite,65.5
2019-12-20,Mountain Dew,854.5
2019-12-21,Coca Cola,5568.041
2019-12-21,Thums Up,2802.75
2019-12-21,Mirinda,12510.797
2019-12-21,Fanta,1231.2
2019-12-21,Sprite,13
2019-12-21,Mountain Dew,1258.45
2019-12-22,Coca Cola,1362.95
2019-12-22,Thums Up,769
2019-12-22,Mirinda,1744.945
2019-12-22,Fanta,321.6
2019-12-22,Mountain Dew,225.25
2019-12-23,Coca Cola,6542.25
2019-12-23,Thums Up,1035.05
2019-12-23,Mirinda,15511.82
2019-12-23,Fanta,1206.15
2019-12-23,Sprite,101.15
2019-12-23,Mountain Dew,466.2
2019-12-24,Coca Cola,9049.95
2019-12-24,Thums Up,1734.85
2019-12-24,Mirinda,10362.64
2019-12-24,Fanta,1034.45
2019-12-24,Sprite,6.15
2019-12-24,Mountain Dew,664.8
2019-12-25,Coca Cola,7344.65
2019-12-25,Thums Up,1832.25
2019-12-25,Mirinda,8823.525
2019-12-25,Fanta,799.9
2019-12-25,Sprite,16
2019-12-25,Mountain Dew,707.8
2019-12-26,Coca Cola,8165.35
2019-12-26,Thums Up,1777.5
2019-12-26,Mirinda,15463.02
2019-12-26,Fanta,1433.75
2019-12-26,Sprite,16.5
2019-12-26,Mountain Dew,781.95
2019-12-27,Coca Cola,6614.65
2019-12-27,Thums Up,3394.4
2019-12-27,Mirinda,20620.922
2019-12-27,Fanta,1440.05
2019-12-27,Sprite,47
2019-12-27,Mountain Dew,1020.95
2019-12-28,Coca Cola,5742.15
2019-12-28,Thums Up,1321.05
2019-12-28,Mirinda,8501.415
2019-12-28,Fanta,1445.65
2019-12-28,Sprite,47.5
2019-12-28,Mountain Dew,567.7
2019-12-29,Coca Cola,3751.2
2019-12-29,Thums Up,673.7
2019-12-29,Mirinda,3716.85
2019-12-29,Fanta,375.5
2019-12-29,Sprite,1.25
2019-12-29,Mountain Dew,378.76
2019-12-30,Coca Cola,7140.9
2019-12-30,Thums Up,2382.9
2019-12-30,Mirinda,6252.88
2019-12-30,Fanta,1588.25
2019-12-30,Sprite,36
2019-12-30,Mountain Dew,1264.95
2019-12-31,Coca Cola,10369.45
2019-12-31,Thums Up,1747.2
2019-12-31,Mirinda,11993.892
2019-12-31,Fanta,1751.5
2019-12-31,Sprite,12
2019-12-31,Mountain Dew,510.75
2020-01-01,Coca Cola,6159.56
2020-01-01,Thums Up,1853
2020-01-01,Mirinda,7518.393
2020-01-01,Fanta,919.15
2020-01-01,Sprite,26
2020-01-01,Mountain Dew,1017.9
2020-01-02,Coca Cola,9750.22
2020-01-02,Thums Up,2270.85
2020-01-02,Mirinda,19288.945
2020-01-02,Fanta,1714
2020-01-02,Sprite,60.5
2020-01-02,Mountain Dew,932.34
2020-01-03,Coca Cola,9124.04
2020-01-03,Thums Up,2310.55
2020-01-03,Mirinda,17197.32
2020-01-03,Fanta,1567.8
2020-01-03,Sprite,122.9
2020-01-03,Mountain Dew,728.8
2020-01-04,Coca Cola,5665.65
2020-01-04,Thums Up,1347.05
2020-01-04,Mirinda,22415.285
2020-01-04,Fanta,679.5
2020-01-04,Sprite,83.45
2020-01-04,Mountain Dew,472.05
2020-01-05,Coca Cola,1877.959
2020-01-05,Thums Up,814
2020-01-05,Mirinda,5166.085
2020-01-05,Fanta,228.5
2020-01-05,Sprite,17
2020-01-05,Mountain Dew,207.75
2020-01-06,Coca Cola,4821.8
2020-01-06,Thums Up,1831.8
2020-01-06,Mirinda,7262.015
2020-01-06,Fanta,2020.55
2020-01-06,Sprite,19.6
2020-01-06,Mountain Dew,1201.025
2020-01-07,Coca Cola,180
2020-01-07,Thums Up,20.25
2020-01-07,Mirinda,90.315
2020-01-07,Mountain Dew,15
2020-01-08,Coca Cola,15
2020-01-08,Thums Up,21
2020-01-08,Mirinda,3300.885
2020-01-08,Fanta,351
2020-01-09,Coca Cola,5600.425
2020-01-09,Thums Up,2424.35
2020-01-09,Mirinda,13356.07
2020-01-09,Fanta,1265.7
2020-01-09,Sprite,20
2020-01-09,Mountain Dew,801.4
2020-01-10,Coca Cola,7070.975
2020-01-10,Thums Up,1937.35
2020-01-10,Mirinda,18990.255
2020-01-10,Fanta,1534.05
2020-01-10,Sprite,79
2020-01-10,Mountain Dew,749.95
2020-01-13,Coca Cola,8216.45
2020-01-13,Thums Up,2759.695
2020-01-13,Mirinda,11171.9
2020-01-13,Fanta,1396
2020-01-13,Sprite,122
2020-01-13,Mountain Dew,1688.5
2020-01-14,Coca Cola,6814.33
2020-01-14,Thums Up,3330.605
2020-01-14,Mirinda,16040.185
2020-01-14,Fanta,1378.75
2020-01-14,Sprite,100
2020-01-14,Mountain Dew,952.05
2020-01-15,Coca Cola,4750.55
2020-01-15,Thums Up,1216.95
2020-01-15,Mirinda,18850.917
2020-01-15,Fanta,2010
2020-01-15,Sprite,43.85
2020-01-15,Mountain Dew,1325.65
2020-01-16,Coca Cola,5180.4
2020-01-16,Thums Up,1892.6
2020-01-16,Mirinda,21205.781
2020-01-16,Fanta,2826.075
2020-01-16,Sprite,88.5
2020-01-16,Mountain Dew,910.5
2020-01-17,Coca Cola,7644.66
2020-01-17,Thums Up,1525.3
2020-01-17,Mirinda,11927.235
2020-01-17,Fanta,1452.35
2020-01-17,Sprite,73.5
2020-01-17,Mountain Dew,597.3
2020-01-18,Coca Cola,3799.525
2020-01-18,Thums Up,1404.5
2020-01-18,Mirinda,12174.62
2020-01-18,Fanta,1006.675
2020-01-18,Sprite,31.5
2020-01-18,Mountain Dew,752.35
2020-01-19,Coca Cola,2572.45
2020-01-19,Thums Up,261.45
2020-01-19,Mirinda,4757.465
2020-01-19,Fanta,2582.33
2020-01-19,Sprite,22
2020-01-19,Mountain Dew,272.25
2020-01-20,Coca Cola,4426.2
2020-01-20,Thums Up,2077.6
2020-01-20,Mirinda,9142.942
2020-01-20,Fanta,1244.15
2020-01-20,Sprite,59
2020-01-20,Mountain Dew,623.55
2020-01-21,Coca Cola,4917.63
2020-01-21,Thums Up,1494.92
2020-01-21,Mirinda,38363.69
2020-01-21,Fanta,2396.45
2020-01-21,Sprite,32
2020-01-21,Mountain Dew,803
2020-01-22,Coca Cola,6691.98
2020-01-22,Thums Up,1680.75
2020-01-22,Mirinda,23298.436
2020-01-22,Fanta,2431.75
2020-01-22,Sprite,66
2020-01-22,Mountain Dew,857.3
2020-01-23,Coca Cola,8769.95
2020-01-23,Thums Up,2278
2020-01-23,Mirinda,23487.66
2020-01-23,Fanta,2223.65
2020-01-23,Sprite,73.5
2020-01-23,Mountain Dew,1029.85
2020-01-24,Coca Cola,7464.4
2020-01-24,Thums Up,1250.8
2020-01-24,Mirinda,26060.145
2020-01-24,Fanta,1451.15
2020-01-24,Sprite,54.1
2020-01-24,Mountain Dew,1591.15
2020-01-25,Coca Cola,4506.15
2020-01-25,Thums Up,1137.4
2020-01-25,Mirinda,12944.082
2020-01-25,Fanta,996.65
2020-01-25,Sprite,22
2020-01-25,Mountain Dew,760.75
2020-01-26,Coca Cola,2463.1
2020-01-26,Thums Up,301.5
2020-01-26,Mirinda,2543.925
2020-01-26,Fanta,427.5
2020-01-26,Mountain Dew,182.75
2020-01-27,Coca Cola,7678.7
2020-01-27,Thums Up,2262.8
2020-01-27,Mirinda,14849.51
2020-01-27,Fanta,2075.15
2020-01-27,Sprite,21.25
2020-01-27,Mountain Dew,958.65
2020-01-28,Coca Cola,8462.15
2020-01-28,Thums Up,1719.15
2020-01-28,Mirinda,34872.386
2020-01-28,Fanta,2390.5
2020-01-28,Sprite,22.5
2020-01-28,Mountain Dew,1020
2020-01-29,Coca Cola,7270.1
2020-01-29,Thums Up,1438.2
2020-01-29,Mirinda,30202.095
2020-01-29,Fanta,1858.95
2020-01-29,Sprite,23
2020-01-29,Mountain Dew,597.5
2020-01-30,Coca Cola,8907.9
2020-01-30,Thums Up,2236.5
2020-01-30,Mirinda,30827.49
2020-01-30,Fanta,3734
2020-01-30,Sprite,56.25
2020-01-30,Mountain Dew,1206
2020-01-31,Coca Cola,8026.2
2020-01-31,Thums Up,2287.2
2020-01-31,Mirinda,14762.305
2020-01-31,Fanta,2697.5
2020-01-31,Sprite,51.5
2020-01-31,Mountain Dew,995.5
2020-02-01,Coca Cola,7972.25
2020-02-01,Thums Up,2481.05
2020-02-01,Mirinda,18392.075
2020-02-01,Fanta,824.35
2020-02-01,Sprite,245
2020-02-01,Mountain Dew,746.85
2020-02-02,Coca Cola,2057.25
2020-02-02,Thums Up,280.55
2020-02-02,Mirinda,2592.87
2020-02-02,Fanta,843
2020-02-02,Sprite,33.6
2020-02-02,Mountain Dew,173.75
2020-02-03,Coca Cola,9839.4
2020-02-03,Thums Up,2224.65
2020-02-03,Mirinda,18217.64
2020-02-03,Fanta,1336.4
2020-02-03,Sprite,142.5
2020-02-03,Mountain Dew,941.1
2020-02-04,Thums Up,3529.8
2020-02-04,Mirinda,5067
2020-02-05,Mirinda,1765.8
2020-02-06,Coca Cola,7121.4
2020-02-06,Thums Up,1364.15
2020-02-06,Mirinda,30388.97
2020-02-06,Fanta,1804.2
2020-02-06,Sprite,31.5
2020-02-06,Mountain Dew,1335.45
2020-02-07,Coca Cola,8921.135
2020-02-07,Thums Up,2383.05
2020-02-07,Mirinda,63101.25
2020-02-07,Fanta,1446.8
2020-02-07,Sprite,30.05
2020-02-07,Mountain Dew,1022.75
2020-02-08,Coca Cola,7087.925
2020-02-08,Thums Up,1592.6
2020-02-08,Mirinda,37851.589
2020-02-08,Fanta,1794.05
2020-02-08,Sprite,454
2020-02-08,Mountain Dew,2407
2020-02-09,Coca Cola,2184.05
2020-02-09,Thums Up,1395.85
2020-02-09,Mirinda,1897.63
2020-02-09,Fanta,568
2020-02-09,Sprite,34
2020-02-09,Mountain Dew,229.25
2020-02-10,Coca Cola,5894.5
2020-02-10,Thums Up,1391.05
2020-02-10,Mirinda,7489.689
2020-02-10,Fanta,849.45
2020-02-10,Sprite,2
2020-02-10,Mountain Dew,900.075
2020-02-11,Coca Cola,7778.1
2020-02-11,Thums Up,3391.8
2020-02-11,Mirinda,20579.59
2020-02-11,Fanta,1738.65
2020-02-11,Sprite,351
2020-02-11,Mountain Dew,1017.8
2020-02-12,Coca Cola,6922.7
2020-02-12,Thums Up,2839.65
2020-02-12,Mirinda,8502.31
2020-02-12,Fanta,1623
2020-02-12,Sprite,0.75
2020-02-12,Mountain Dew,956.6
2020-02-13,Coca Cola,5395.15
2020-02-13,Thums Up,2102.875
2020-02-13,Mirinda,22467.061
2020-02-13,Fanta,1533.75
2020-02-13,Sprite,48.5
2020-02-13,Mountain Dew,819.4
2020-02-14,Coca Cola,5211.75
2020-02-14,Thums Up,1060.2
2020-02-14,Mirinda,14091.72
2020-02-14,Fanta,1111.5
2020-02-14,Sprite,27
2020-02-14,Mountain Dew,618.5
2020-02-15,Coca Cola,4155.75
2020-02-15,Thums Up,744.95
2020-02-15,Mirinda,12742.718
2020-02-15,Fanta,669.6
2020-02-15,Mountain Dew,592.6
2020-02-17,Coca Cola,6919.9
2020-02-17,Thums Up,947.4
2020-02-17,Mirinda,21053.832
2020-02-17,Fanta,2060.1
2020-02-17,Sprite,95
2020-02-17,Mountain Dew,1392.4
2020-02-18,Coca Cola,7675.1
2020-02-18,Thums Up,1379.7
2020-02-18,Mirinda,15767.41
2020-02-18,Fanta,1197.95
2020-02-18,Sprite,38
2020-02-18,Mountain Dew,1471.55
2020-02-19,Coca Cola,4858.15
2020-02-19,Thums Up,949.15
2020-02-19,Mirinda,17298.943
2020-02-19,Fanta,1572
2020-02-19,Sprite,58.1
2020-02-19,Mountain Dew,1085.6
2020-02-20,Coca Cola,7138.95
2020-02-20,Thums Up,1435
2020-02-20,Mirinda,15866.46
2020-02-20,Fanta,1391.75
2020-02-20,Sprite,29
2020-02-20,Mountain Dew,1557.6
2020-02-21,Coca Cola,5825.94
2020-02-21,Thums Up,1558.8
2020-02-21,Mirinda,15999.349
2020-02-21,Fanta,753.2
2020-02-21,Sprite,19.6
2020-02-21,Mountain Dew,1144.14
2020-02-22,Coca Cola,5869.89
2020-02-22,Thums Up,1113.55
2020-02-22,Mirinda,18020.021
2020-02-22,Fanta,1231.75
2020-02-22,Sprite,51.5
2020-02-22,Mountain Dew,1099.4
2020-02-23,Coca Cola,2379.05
2020-02-23,Thums Up,5953.1
2020-02-23,Mirinda,4476.28
2020-02-23,Fanta,246.25
2020-02-23,Sprite,1
2020-02-23,Mountain Dew,172.75
2020-02-24,Coca Cola,6328.25
2020-02-24,Thums Up,3387.9
2020-02-24,Mirinda,9367.775
2020-02-24,Fanta,1431.55
2020-02-24,Sprite,52.3
2020-02-24,Mountain Dew,1256.85
2020-02-25,Coca Cola,6540.16
2020-02-25,Thums Up,2427.75
2020-02-25,Mirinda,22181.016
2020-02-25,Fanta,1303.6
2020-02-25,Sprite,2
2020-02-25,Mountain Dew,993.95
2020-02-26,Coca Cola,5653.6
2020-02-26,Thums Up,7241.8
2020-02-26,Mirinda,17115.819
2020-02-26,Fanta,1616.3
2020-02-26,Sprite,41
2020-02-26,Mountain Dew,1081
2020-02-27,Coca Cola,5158
2020-02-27,Thums Up,2134.33
2020-02-27,Mirinda,80504.644
2020-02-27,Fanta,849.3
2020-02-27,Sprite,151
2020-02-27,Mountain Dew,1016.35
2020-02-28,Coca Cola,10461.75
2020-02-28,Thums Up,4077.65
2020-02-28,Mirinda,36556.19
2020-02-28,Fanta,1228.7
2020-02-28,Sprite,114.05
2020-02-28,Mountain Dew,1500
2020-02-29,Coca Cola,10460.45
2020-02-29,Thums Up,3134.65
2020-02-29,Mirinda,20637.61
2020-02-29,Fanta,2783.8
2020-02-29,Sprite,83
2020-02-29,Mountain Dew,1519.3
2020-03-01,Coca Cola,3332.15
2020-03-01,Thums Up,837.55
2020-03-01,Mirinda,8950.89
2020-03-01,Fanta,915
2020-03-01,Sprite,49
2020-03-01,Mountain Dew,798.65
2020-03-02,Coca Cola,10861.55
2020-03-02,Thums Up,3303.65
2020-03-02,Mirinda,27919.25
2020-03-02,Fanta,1469.2
2020-03-02,Sprite,101.5
2020-03-02,Mountain Dew,1316
2020-03-03,Coca Cola,8483.55
2020-03-03,Thums Up,2076.5
2020-03-03,Mirinda,21113.565
2020-03-03,Fanta,1525.4
2020-03-03,Sprite,145
2020-03-03,Mountain Dew,1093.9
2020-03-04,Coca Cola,10137.305
2020-03-04,Thums Up,3274.47
2020-03-04,Mirinda,8792.468
2020-03-04,Fanta,1570
2020-03-04,Sprite,51
2020-03-04,Mountain Dew,683.8
2020-03-05,Coca Cola,6868.25
2020-03-05,Thums Up,3897.1
2020-03-05,Mirinda,14121.404
2020-03-05,Fanta,1059.935
2020-03-05,Sprite,65
2020-03-05,Mountain Dew,1388.4
2020-03-06,Coca Cola,5726.815
2020-03-06,Thums Up,1667.9
2020-03-06,Mirinda,7395.203
2020-03-06,Fanta,1358.4
2020-03-06,Sprite,101.5
2020-03-06,Mountain Dew,438
2020-03-07,Coca Cola,7000.45
2020-03-07,Thums Up,3273.15
2020-03-07,Mirinda,12461.02
2020-03-07,Fanta,955.5
2020-03-07,Sprite,110
2020-03-07,Mountain Dew,1284.45
2020-03-08,Coca Cola,2469.8
2020-03-08,Thums Up,686.75
2020-03-08,Mirinda,4285.925
2020-03-08,Fanta,183.45
2020-03-08,Sprite,99
2020-03-08,Mountain Dew,93.25
2020-03-09,Coca Cola,6466.075
2020-03-09,Thums Up,2121.05
2020-03-09,Mirinda,18819.07
2020-03-09,Fanta,1561.45
2020-03-09,Sprite,84.2
2020-03-09,Mountain Dew,582.85
2020-03-10,Coca Cola,1813.6
2020-03-10,Thums Up,555.1
2020-03-10,Mirinda,9518.925
2020-03-10,Fanta,345.55
2020-03-10,Mountain Dew,328.75
2020-03-11,Coca Cola,7988.7
2020-03-11,Thums Up,1580.2
2020-03-11,Mirinda,15251.265
2020-03-11,Fanta,1314.4
2020-03-11,Sprite,39.55
2020-03-11,Mountain Dew,694.1
2020-03-12,Coca Cola,9268.865
2020-03-12,Thums Up,2012.3
2020-03-12,Mirinda,10669.51
2020-03-12,Fanta,1289.85
2020-03-12,Sprite,55.5
2020-03-12,Mountain Dew,487.75
2020-03-13,Coca Cola,9259.33
2020-03-13,Thums Up,1274.6
2020-03-13,Mirinda,9717.975
2020-03-13,Fanta,1428
2020-03-13,Sprite,25.5
2020-03-13,Mountain Dew,991.65
2020-03-14,Coca Cola,8906.295
2020-03-14,Thums Up,1487.7
2020-03-14,Mirinda,9072.89
2020-03-14,Fanta,1969.8
2020-03-14,Sprite,105
2020-03-14,Mountain Dew,616.1
2020-03-15,Coca Cola,1576.05
2020-03-15,Thums Up,404
2020-03-15,Mirinda,4296.445
2020-03-15,Fanta,204.5
2020-03-15,Sprite,25
2020-03-15,Mountain Dew,258
2020-03-17,Coca Cola,11074.35
2020-03-17,Thums Up,2002.6
2020-03-17,Mirinda,12043.84
2020-03-17,Fanta,1452.65
2020-03-17,Sprite,110
2020-03-17,Mountain Dew,1980.7
2020-03-18,Coca Cola,8824.7
2020-03-18,Thums Up,1145.35
2020-03-18,Mirinda,13862.375
2020-03-18,Fanta,1265.75
2020-03-18,Sprite,340.7
2020-03-18,Mountain Dew,1876.9
2020-03-19,Coca Cola,11265.8
2020-03-19,Thums Up,1826.3
2020-03-19,Mirinda,17311.227
2020-03-19,Fanta,1176.15
2020-03-19,Sprite,13
2020-03-19,Mountain Dew,1077.25
2020-03-20,Coca Cola,11397.85
2020-03-20,Thums Up,1486.48
2020-03-20,Mirinda,12389.02
2020-03-20,Fanta,3038.1
2020-03-20,Mountain Dew,941.25
2020-03-21,Coca Cola,5524.81
2020-03-21,Thums Up,551.28
2020-03-21,Mirinda,12245.97
2020-03-21,Fanta,993.5
2020-03-21,Sprite,69.85
2020-03-21,Mountain Dew,649.5
2020-03-22,Coca Cola,301.2
2020-03-22,Thums Up,52.45
2020-03-22,Mirinda,399.245
2020-03-22,Fanta,26
2020-03-22,Mountain Dew,79.05
2020-03-23,Coca Cola,2406.45
2020-03-23,Thums Up,481.25
2020-03-23,Mirinda,6915.895
2020-03-23,Fanta,255.5
2020-03-23,Sprite,16
2020-03-23,Mountain Dew,424.35
2020-03-24,Coca Cola,1500.6
2020-03-24,Thums Up,211.4
